previous_assessment_avg,recent_assessment_score,topic_wise_accuracy,quiz_completion_rate,attendance_percentage,assignment_completion_rate,study_session_completion_rate,avg_daily_study_time_minutes,late_submissions_count,integrity_events_count,weak_topics_count,assessment_attempt_count,risk_level
99.5,100.0,100.0,100.0,100.0,100.0,100.0,92.2,0,0,2,13,0
34.33,41.87,38.02,46.71,59.87,46.88,38.36,5.0,10,3,2,10,2
69.33,70.19,72.87,85.08,88.66,85.44,81.54,56.2,3,1,5,2,2
30.66,17.49,24.23,40.14,49.11,49.94,43.97,18.1,5,1,7,9,2
86.26,84.3,90.47,75.68,97.99,94.79,77.65,79.3,1,0,1,12,0
29.66,9.14,20.53,34.33,52.66,28.52,21.67,10.4,5,4,3,13,2
90.15,92.49,89.07,75.35,88.3,69.57,75.93,87.7,2,0,1,5,0
68.79,65.7,67.96,99.1,88.3,91.98,96.79,97.6,4,1,5,6,2
50.43,34.54,45.78,45.52,58.58,50.63,37.82,30.1,4,3,4,11,2
83.64,74.15,84.41,71.46,76.0,66.14,65.29,51.2,5,2,1,12,2
86.32,98.28,85.69,93.49,94.41,100.0,88.14,82.1,4,0,4,11,1
48.13,43.52,50.06,61.95,69.4,49.13,45.86,35.1,4,2,8,6,2
60.46,44.32,58.27,57.77,66.9,51.79,48.45,12.0,5,3,3,2,2
91.34,99.52,97.39,83.65,94.14,83.23,79.71,38.5,2,1,1,13,0
12.83,12.3,12.37,28.61,47.98,45.4,24.13,26.1,13,5,8,9,2
72.98,74.91,71.78,93.33,87.25,96.89,90.66,78.7,2,1,7,12,2
86.44,83.25,87.23,100.0,91.04,88.06,83.86,69.2,2,2,5,12,2
97.76,93.32,97.01,86.61,96.01,87.23,73.46,68.7,1,1,0,4,0
31.96,22.35,22.39,28.76,57.86,18.19,11.26,5.0,6,4,6,4,2
87.48,97.03,94.76,82.71,92.09,81.48,67.76,60.8,1,0,5,4,2
87.82,87.35,84.94,79.21,80.39,68.79,68.07,32.2,5,1,2,2,1
92.11,82.69,85.97,82.26,88.67,77.93,70.43,31.8,2,0,1,2,0
50.69,56.6,57.23,59.29,77.34,63.38,56.84,47.5,5,1,5,13,2
67.67,71.26,69.73,100.0,84.86,93.35,89.2,98.9,1,1,4,5,1
86.67,87.87,86.5,88.25,96.42,86.36,81.92,74.2,4,2,3,8,1
84.95,90.41,85.57,86.26,91.19,89.51,71.97,56.7,3,0,7,12,2
82.74,94.77,86.37,100.0,100.0,88.15,85.7,74.5,2,0,2,2,0
85.16,81.16,83.55,94.38,95.16,94.98,94.08,87.5,2,0,2,5,0
62.46,49.58,64.18,68.29,76.87,59.66,58.12,49.1,6,2,3,9,2
52.03,52.34,44.45,67.88,77.7,73.38,80.6,48.4,4,1,6,9,2
99.5,100.0,100.0,80.33,95.07,87.75,80.7,45.7,0,0,0,11,0
68.92,88.16,85.61,100.0,100.0,100.0,100.0,110.9,0,2,6,8,2
99.5,100.0,98.25,100.0,100.0,100.0,89.29,102.4,1,0,3,13,0
81.38,81.42,82.15,92.23,91.24,86.43,99.61,56.9,7,1,4,5,1
87.15,98.0,92.02,92.16,100.0,100.0,100.0,89.7,2,0,5,9,2
77.38,85.73,84.84,96.94,93.71,100.0,96.91,81.2,1,2,3,9,1
83.74,89.31,86.42,87.18,78.1,70.49,88.73,86.4,5,0,5,7,2
80.11,72.39,78.72,80.05,98.94,88.62,91.88,72.0,1,1,2,7,1
74.56,78.18,80.68,70.13,81.24,69.18,53.69,64.3,3,2,8,5,2
97.31,93.98,88.31,76.42,96.88,84.68,67.01,52.7,2,0,2,12,0
81.87,88.31,83.7,87.78,85.93,80.4,66.33,63.0,3,0,4,12,1
97.3,94.57,97.2,95.06,98.25,97.96,86.55,63.7,0,0,2,7,0
82.99,87.77,83.53,100.0,97.17,96.47,98.13,82.4,1,1,0,7,0
81.21,85.5,76.06,91.94,100.0,99.73,100.0,81.9,4,0,5,3,2
99.5,100.0,99.88,100.0,100.0,100.0,100.0,106.2,1,0,3,5,0
93.22,88.74,89.35,78.71,95.53,82.67,78.19,57.4,2,0,3,10,1
90.77,89.42,88.56,98.68,99.51,100.0,100.0,107.6,1,0,4,2,0
82.27,95.08,87.12,80.66,87.18,82.3,76.82,60.8,1,0,7,13,2
94.17,100.0,89.64,100.0,96.59,100.0,83.96,83.6,2,0,1,12,0
53.66,52.96,52.25,68.57,77.98,63.25,55.88,34.2,6,1,2,11,2
86.59,76.98,80.24,62.34,65.85,46.22,50.56,24.8,5,1,2,2,2
69.9,62.24,61.87,80.19,76.73,81.4,79.87,65.9,3,4,4,4,2
60.2,58.37,61.53,76.19,88.91,71.14,60.14,53.2,1,3,6,3,2
99.5,100.0,94.57,100.0,100.0,100.0,92.09,83.0,2,0,0,6,0
75.71,68.73,75.27,70.19,81.9,73.93,76.39,53.1,1,2,6,2,2
72.18,72.44,75.81,90.99,91.26,85.54,83.34,100.0,0,0,0,12,0
77.38,76.69,76.68,92.95,94.2,96.1,79.77,89.6,2,1,2,5,1
99.5,100.0,100.0,82.31,92.01,96.32,83.87,77.9,3,0,1,7,0
82.48,73.53,88.36,95.39,91.1,76.0,89.46,82.9,3,2,5,2,2
99.5,100.0,100.0,95.19,90.62,88.79,73.52,54.7,2,0,2,12,0
74.41,74.77,73.33,73.48,84.37,65.87,66.91,66.5,4,4,7,3,2
73.63,75.47,79.07,87.84,92.95,83.95,78.6,71.3,3,0,3,7,1
97.45,100.0,90.67,86.13,89.75,81.42,68.19,61.4,1,0,3,5,0
62.26,58.4,70.17,46.63,63.58,37.47,39.17,12.9,5,4,0,7,2
48.68,40.13,45.84,45.34,59.96,45.42,27.05,16.5,7,3,9,8,2
77.94,87.85,82.84,80.41,83.33,81.74,79.16,60.0,3,0,4,6,1
86.7,66.96,72.96,83.61,79.17,70.42,60.33,50.5,0,2,5,6,2
60.39,70.52,67.9,63.21,74.23,53.31,42.13,27.4,3,7,2,3,2
47.03,45.45,46.93,39.23,52.75,35.05,19.58,10.8,10,1,6,11,2
72.36,77.44,73.76,53.7,66.13,39.0,47.53,5.0,3,2,2,10,2
96.64,93.77,93.06,80.53,89.11,87.62,77.65,72.7,1,1,2,10,0
94.22,96.67,91.61,85.39,96.17,81.42,79.4,78.3,3,2,0,7,1
62.11,65.65,60.51,69.21,89.8,86.97,72.2,81.8,2,7,7,9,2
97.87,100.0,92.19,97.43,100.0,94.21,90.74,76.6,3,1,2,2,0
59.14,60.26,60.37,70.34,85.78,70.24,68.38,78.9,1,4,5,4,2
33.42,32.65,39.47,72.72,64.55,59.63,53.08,43.0,1,2,5,5,2
45.02,33.91,42.38,69.3,85.34,66.23,45.6,25.4,2,2,6,5,2
94.57,100.0,93.35,90.13,93.65,94.65,100.0,85.9,0,0,1,3,0
99.5,100.0,100.0,84.97,93.24,100.0,78.94,67.9,3,0,1,4,0
41.27,29.65,26.24,36.49,53.18,39.87,49.45,8.6,9,3,6,9,2
87.29,82.07,92.12,100.0,99.1,86.6,83.06,59.7,2,0,3,13,1
91.46,95.74,90.85,98.94,100.0,98.84,91.93,73.4,2,1,1,8,0
99.5,97.61,100.0,98.33,88.35,78.35,84.64,85.8,2,0,4,3,0
98.79,100.0,99.03,86.09,97.46,95.34,85.12,78.8,3,0,1,3,0
48.69,39.01,47.34,55.74,68.4,53.61,42.77,29.2,7,4,3,3,2
51.5,61.82,64.74,60.81,81.23,69.27,54.47,31.5,10,5,3,3,2
97.47,98.71,89.39,97.59,97.17,99.91,91.48,107.0,2,1,3,12,0
57.18,49.2,55.18,55.01,80.92,78.27,72.59,52.6,0,2,5,3,2
85.97,89.18,88.33,72.56,100.0,84.49,91.7,23.1,4,1,1,12,1
94.74,88.03,90.68,100.0,95.94,100.0,95.54,75.1,2,0,2,9,0
99.5,93.66,94.32,89.71,84.0,73.79,85.69,68.0,6,0,3,13,1
59.55,46.58,58.44,69.55,89.38,66.59,66.38,69.2,2,2,6,5,2
89.26,89.47,89.2,74.07,84.33,64.08,58.23,60.6,4,0,4,9,1
57.58,62.13,59.31,63.39,69.29,60.89,55.57,46.4,8,3,5,6,2
48.15,38.22,43.17,58.76,57.34,37.29,44.55,6.1,8,2,7,10,2
91.43,100.0,94.05,100.0,100.0,98.19,94.44,107.8,0,0,3,2,0
57.42,46.41,55.68,62.7,67.74,63.15,60.56,40.9,4,4,5,9,2
92.81,92.02,94.78,73.59,91.19,90.24,77.64,69.2,5,0,6,5,2
95.25,100.0,93.95,81.96,86.87,81.05,85.46,68.5,4,1,5,2,2
86.15,95.02,88.31,85.59,91.39,91.24,89.18,77.2,1,0,5,12,2
89.7,94.25,95.5,89.84,90.02,76.38,80.24,53.5,6,0,2,2,1
83.57,92.8,93.81,75.6,92.71,78.31,65.39,57.0,3,0,2,3,1
75.8,78.34,83.5,85.38,84.27,88.7,63.92,80.8,2,0,6,3,2
98.2,100.0,100.0,94.79,100.0,100.0,100.0,101.7,2,0,1,8,0
21.56,8.0,17.2,42.01,61.42,38.35,24.55,5.0,6,1,2,11,2
87.69,100.0,96.51,86.15,90.44,87.42,83.56,56.9,2,0,2,10,0
60.97,53.04,59.42,56.67,72.7,50.6,53.59,42.7,5,1,5,8,2
48.71,37.12,41.35,46.95,53.31,28.69,21.3,6.3,9,2,3,13,2
59.68,54.91,57.38,52.02,62.05,53.67,35.29,5.0,6,4,4,2,2
94.71,97.89,95.1,64.66,87.86,73.76,62.02,47.4,5,2,0,6,1
34.08,33.02,37.38,47.64,56.86,46.32,27.34,19.2,4,3,5,13,2
95.99,80.93,93.45,100.0,100.0,100.0,89.59,109.4,3,0,1,6,0
99.5,100.0,99.28,69.16,96.22,88.73,74.06,52.4,5,1,1,10,1
65.57,73.02,67.49,53.79,63.66,55.91,53.22,21.1,5,0,5,5,2
99.5,100.0,96.97,99.78,100.0,93.09,91.02,78.8,1,0,2,2,0
66.42,68.46,65.89,76.71,81.65,74.93,73.11,87.6,3,0,4,6,2
96.16,100.0,97.2,87.24,98.1,77.47,89.53,95.4,1,0,6,10,2
74.42,75.08,75.99,78.97,85.68,76.69,66.74,56.9,3,2,3,11,2
79.97,79.04,80.07,63.43,73.94,75.49,63.72,31.9,5,2,4,3,2
31.29,27.18,26.52,33.49,57.51,37.31,20.64,5.0,4,1,8,2,2
82.27,89.85,83.21,100.0,97.84,82.97,81.05,63.6,3,2,1,8,1
95.86,100.0,97.0,100.0,100.0,100.0,100.0,65.9,0,0,1,8,0
44.05,19.63,36.8,47.46,60.86,33.44,25.6,5.0,8,4,6,4,2
90.69,91.1,88.86,90.46,88.08,90.93,71.59,49.6,1,1,2,9,0
99.5,96.29,92.42,93.57,97.16,93.71,100.0,92.6,0,0,2,2,0
81.16,88.97,79.67,91.61,87.85,78.56,74.46,63.8,4,2,6,7,2
53.84,47.5,52.71,90.38,81.21,81.96,76.88,62.2,4,2,4,11,2
61.7,52.16,59.93,42.68,64.99,43.92,49.79,30.2,1,1,1,9,2
70.62,78.69,71.34,75.99,90.74,66.87,71.16,54.4,5,2,2,3,2
49.0,52.78,46.48,58.22,60.23,51.73,55.29,5.0,5,3,9,3,2
96.56,100.0,92.25,90.81,91.17,73.89,72.58,41.0,2,0,1,12,0
99.5,100.0,94.27,79.31,76.34,72.81,55.34,29.8,3,0,2,5,1
83.14,77.27,79.36,87.28,91.53,78.78,85.0,82.1,3,0,3,8,1
51.31,43.07,41.89,77.44,68.83,72.92,63.56,35.5,1,3,5,9,2
99.5,100.0,100.0,100.0,100.0,100.0,100.0,89.6,0,0,1,11,0
98.38,89.59,97.09,74.9,77.41,77.19,60.65,54.1,4,0,1,9,1
99.5,100.0,94.23,79.98,92.84,87.39,71.76,57.5,3,1,5,7,2
98.77,100.0,95.1,100.0,100.0,100.0,100.0,96.0,0,1,4,3,0
17.27,14.0,15.66,33.18,45.37,32.85,35.9,5.0,5,2,3,11,2
83.56,72.46,76.1,73.36,90.23,83.95,84.64,53.6,2,1,1,3,1
87.72,88.73,88.87,71.33,85.01,80.29,78.68,87.2,4,1,2,10,1
61.4,58.14,64.1,80.51,86.17,73.8,58.12,38.4,2,4,3,3,2
97.51,84.44,91.72,84.91,92.89,81.79,83.4,48.9,3,0,3,2,1
83.61,93.19,80.44,89.5,100.0,75.17,88.12,92.9,3,1,5,10,2
48.64,59.84,53.56,100.0,86.04,97.8,96.2,91.7,0,5,6,12,2
75.21,77.11,74.57,100.0,100.0,100.0,100.0,62.7,1,1,0,11,0
63.28,58.33,63.53,82.15,75.32,70.21,55.26,16.8,4,3,3,2,2
93.1,100.0,100.0,100.0,100.0,99.34,93.29,117.4,1,1,5,2,2
96.43,100.0,93.95,80.24,87.28,91.56,99.79,58.5,2,0,1,10,0
59.52,53.66,54.36,62.13,69.55,68.02,72.43,31.6,5,2,4,2,2
83.6,77.44,82.41,64.16,91.59,70.05,77.3,70.7,3,1,1,7,1
44.54,31.0,42.85,66.33,72.5,42.98,36.39,49.0,5,2,7,10,2
35.08,36.36,43.73,30.67,47.44,31.74,28.2,5.0,7,2,14,6,2
54.85,56.55,53.81,36.44,70.62,37.66,46.47,18.6,3,0,9,2,2
84.77,77.53,78.53,77.15,76.83,83.7,80.12,73.8,2,2,3,4,1
73.4,64.65,66.9,64.22,80.42,55.47,68.31,26.5,4,1,5,6,2
52.68,42.48,47.05,62.83,67.12,68.95,57.88,38.8,1,1,8,13,2
69.84,62.2,65.95,98.36,90.87,83.22,77.2,53.8,1,0,0,4,0
66.82,81.95,73.25,79.46,89.23,77.32,67.73,52.4,2,0,2,6,1
28.11,14.13,22.92,49.94,42.31,34.18,35.84,19.6,4,4,5,6,2
64.55,74.47,63.2,100.0,91.17,98.04,84.66,81.6,2,1,5,11,2
74.68,73.25,68.01,74.67,77.1,77.01,81.58,50.2,2,0,6,10,2
61.42,59.42,60.22,76.29,74.27,77.52,69.39,52.6,5,2,3,5,2
54.17,50.69,49.8,61.27,77.5,70.19,63.32,15.5,4,4,7,6,2
85.53,89.06,84.49,89.73,88.23,83.48,72.58,46.7,0,0,2,13,0
89.4,87.78,92.31,73.69,87.63,69.81,55.62,83.5,0,0,1,10,0
84.13,93.93,90.48,70.42,85.2,100.0,78.98,84.8,1,1,6,8,2
93.46,100.0,94.48,82.67,100.0,88.35,97.69,93.4,1,0,0,9,0
96.67,94.53,99.93,95.98,88.5,85.23,79.04,56.0,4,1,4,9,1
66.14,69.6,71.79,70.54,90.99,81.54,74.78,50.1,3,4,4,12,2
98.58,85.6,99.12,72.56,84.69,75.86,56.37,37.3,4,1,3,12,1
33.18,22.84,35.48,55.07,62.7,56.63,45.74,20.0,3,8,4,13,2
96.2,100.0,96.82,93.88,100.0,89.08,70.25,97.1,2,1,4,4,1
44.88,38.38,46.84,74.9,63.05,59.29,51.43,35.1,5,3,12,3,2
65.27,61.36,62.56,63.7,82.54,53.98,38.72,35.9,3,2,4,7,2
68.42,69.61,73.73,59.02,80.38,64.57,57.74,46.0,4,1,3,2,2
79.0,87.68,81.35,82.17,93.39,98.21,91.23,97.2,4,0,3,10,1
86.12,75.11,82.01,100.0,88.96,95.3,89.04,68.8,0,2,3,5,1
53.77,57.49,51.17,67.75,81.18,86.4,79.48,93.3,2,0,7,12,2
85.47,85.81,81.55,87.88,95.04,92.58,90.85,77.2,3,1,2,3,1
79.84,79.13,81.2,98.54,90.48,82.82,70.29,93.5,2,0,1,9,0
51.19,58.62,57.89,65.06,72.4,74.87,54.25,43.0,3,1,4,8,2
83.82,69.72,74.32,81.71,87.43,68.58,60.01,72.7,4,0,4,7,2
27.92,20.1,30.25,32.83,49.85,45.27,35.69,18.0,3,0,5,10,2
54.72,60.23,61.67,64.87,68.13,41.34,45.61,37.8,2,2,3,11,2
44.58,44.04,45.97,73.3,79.74,76.66,72.63,56.1,1,3,3,5,2
97.52,94.51,100.0,87.85,93.62,93.21,76.2,83.0,4,0,1,9,0
65.59,70.68,65.42,97.83,87.77,100.0,100.0,78.5,2,2,4,13,1
80.49,93.17,79.63,85.94,76.75,65.16,80.28,46.1,3,2,4,5,2
57.82,59.55,56.38,43.35,66.95,57.23,34.23,28.4,4,3,5,2,2
99.5,100.0,100.0,87.61,96.63,96.38,91.44,70.8,2,0,1,13,0
82.06,97.33,92.91,100.0,86.05,100.0,78.82,80.1,3,2,6,8,2
65.97,66.94,61.61,63.64,69.44,59.98,67.42,39.5,3,2,3,10,2
99.5,89.94,91.07,100.0,100.0,100.0,96.27,78.0,0,1,0,3,0
83.81,78.37,78.18,51.17,71.39,56.45,47.91,6.2,9,1,2,5,2
99.5,100.0,91.94,86.53,100.0,89.87,90.28,99.5,2,0,0,7,0
96.15,98.79,94.71,100.0,96.7,87.1,70.7,91.4,2,0,9,12,2
71.76,83.21,78.04,78.51,83.02,74.81,58.38,58.7,3,2,4,8,2
43.82,30.16,26.61,64.77,63.95,73.59,51.22,35.7,5,5,7,7,2
54.47,42.89,49.77,66.99,71.1,52.19,58.8,39.6,1,3,5,2,2
99.5,100.0,100.0,96.24,100.0,100.0,95.42,77.7,0,0,2,12,0
69.05,70.41,73.21,51.33,74.47,46.77,28.87,17.8,8,1,1,3,2
46.02,39.66,45.2,55.26,65.08,47.56,48.46,15.8,13,0,2,2,2
85.36,100.0,91.35,100.0,100.0,100.0,100.0,134.0,0,1,4,11,0
99.5,100.0,100.0,91.78,100.0,99.17,92.59,76.6,2,0,2,6,0
97.34,87.03,95.44,72.1,80.7,75.72,58.97,45.1,1,0,2,6,1
76.4,78.08,75.94,81.2,86.38,73.67,57.39,22.5,6,2,3,13,2
90.98,94.26,95.97,100.0,95.82,91.59,99.58,73.6,0,0,1,13,0
71.72,67.98,64.84,45.25,67.79,46.76,49.37,11.2,3,2,1,4,2
90.96,94.34,95.42,81.38,100.0,87.35,88.48,65.8,3,0,1,2,0
86.93,82.11,87.29,55.28,83.63,66.71,63.18,38.5,2,1,0,7,1
43.87,55.09,48.94,69.22,65.66,66.81,47.77,12.9,5,4,10,8,2
74.04,63.28,70.33,69.72,76.96,68.68,53.17,41.5,3,1,3,2,2
89.23,89.34,96.0,71.98,81.86,66.4,58.54,55.9,1,0,2,9,1
95.01,100.0,100.0,100.0,100.0,100.0,100.0,130.4,2,0,1,5,0
53.29,53.59,58.89,64.02,76.66,68.25,50.01,38.7,4,1,2,10,2
99.5,100.0,100.0,100.0,98.34,100.0,100.0,103.6,1,0,3,2,0
44.22,53.92,52.5,73.75,76.7,81.75,76.81,59.9,4,5,9,4,2
98.08,100.0,100.0,81.55,89.24,71.58,71.51,64.7,1,0,3,11,0
84.5,81.4,82.75,79.21,90.39,81.86,81.98,69.2,4,1,4,6,1
99.5,96.49,100.0,97.86,91.23,92.56,86.84,93.6,0,1,0,5,0
53.74,45.18,49.43,62.54,63.45,58.42,57.46,45.0,3,1,6,3,2
52.78,40.21,52.73,59.58,64.13,40.61,34.04,6.0,4,1,6,8,2
99.5,100.0,94.85,70.81,99.08,74.6,69.82,50.3,5,0,0,2,1
85.83,89.09,86.09,94.52,95.14,87.43,94.77,68.4,2,0,3,5,0
92.43,97.69,91.73,65.2,100.0,79.52,84.74,55.5,5,0,0,2,1
33.84,17.96,37.17,53.92,62.02,48.85,55.46,14.4,3,1,15,3,2
57.51,48.12,51.35,57.46,62.61,42.6,36.25,5.0,9,3,5,10,2
73.31,80.09,75.69,87.04,84.79,79.72,83.06,84.3,2,0,5,3,2
63.0,70.4,57.58,82.84,86.93,57.79,71.98,44.5,5,2,4,3,2
66.0,57.02,69.46,77.07,84.07,91.59,74.33,62.2,0,0,2,13,1
48.73,61.07,50.2,79.29,80.04,78.46,62.27,74.0,1,1,5,9,2
65.97,80.18,77.4,82.99,74.57,83.73,88.41,63.9,1,2,6,3,2
75.62,81.26,73.61,78.59,85.63,65.66,57.0,48.1,4,1,3,4,2
66.29,76.26,66.21,71.68,85.39,86.24,69.91,77.3,3,1,5,12,2
92.43,89.98,94.85,70.45,86.79,84.77,83.02,36.0,7,0,2,10,1
99.5,100.0,93.53,100.0,100.0,90.93,93.94,94.9,1,0,1,7,0
87.86,96.06,92.72,95.75,100.0,100.0,100.0,108.9,2,0,1,8,0
81.9,88.14,81.25,85.12,100.0,92.57,86.63,74.1,3,0,2,13,1
89.89,89.35,98.34,95.44,92.51,100.0,88.81,61.1,3,0,5,6,2
64.94,61.81,70.99,48.69,63.94,35.55,22.95,10.4,4,4,5,3,2
47.72,50.35,53.82,40.69,52.37,40.36,38.75,28.1,6,4,8,8,2
86.09,98.79,100.0,97.73,100.0,93.33,100.0,76.4,3,1,3,2,1
93.86,98.47,93.16,100.0,100.0,89.49,99.25,85.2,1,0,2,13,0
74.28,56.57,70.7,70.97,79.27,76.91,70.96,49.2,3,2,5,8,2
56.8,48.23,49.79,87.05,84.84,80.89,98.11,90.3,2,0,3,2,1
90.95,99.25,97.64,100.0,100.0,100.0,100.0,103.6,1,1,1,12,0
69.62,71.74,71.82,72.6,77.13,63.29,56.81,22.5,2,0,0,9,1
84.04,74.01,75.33,69.58,78.48,82.43,85.25,59.2,5,3,2,6,2
95.6,100.0,97.07,96.21,100.0,96.58,97.88,76.6,0,0,3,4,0
64.11,71.31,67.26,80.56,82.03,84.28,81.63,63.1,2,0,5,4,2
56.05,52.49,54.99,59.32,63.31,60.42,67.97,44.1,4,1,6,10,2
92.64,91.92,99.57,93.77,100.0,95.51,82.84,76.7,3,1,3,2,1
70.14,56.81,60.83,72.29,91.47,54.33,59.23,50.0,5,1,2,11,2
36.1,36.33,33.5,57.59,62.99,44.31,32.39,46.3,4,3,8,7,2
95.96,92.22,82.68,67.85,87.97,74.2,70.24,53.9,6,2,3,12,2
57.48,68.25,64.28,67.46,67.09,58.8,67.13,45.7,3,1,6,7,2
87.65,99.4,95.4,100.0,100.0,100.0,100.0,116.0,0,0,2,10,0
99.5,100.0,100.0,100.0,100.0,100.0,100.0,123.3,1,0,1,12,0
86.78,96.7,90.4,83.57,89.04,91.61,70.34,87.8,1,1,1,4,0
99.5,100.0,96.74,100.0,97.13,97.84,96.73,81.3,2,0,2,13,0
82.35,88.83,80.04,92.64,87.02,99.08,76.15,52.3,1,0,3,13,0
64.23,60.25,64.97,70.56,81.55,82.28,80.64,65.5,2,2,5,3,2
99.5,96.89,95.21,93.24,94.92,91.92,76.9,73.8,2,1,2,9,0
33.73,18.67,21.31,48.6,50.16,38.36,40.97,30.9,6,4,3,5,2
76.82,74.28,80.0,74.61,85.95,89.46,63.39,61.1,0,1,3,13,1
25.65,32.97,26.97,48.38,56.2,38.09,36.64,9.4,4,3,6,9,2
44.77,34.23,41.44,58.23,76.32,62.01,53.31,31.2,8,3,2,7,2
98.76,100.0,85.67,65.81,91.81,75.02,74.72,32.6,4,0,4,2,1
80.99,75.95,78.91,59.94,82.45,61.5,53.34,33.0,1,2,1,3,1
75.27,64.31,70.16,58.97,68.41,67.07,65.37,33.1,5,2,5,11,2
70.41,75.99,79.97,70.16,65.81,78.47,70.39,18.6,2,2,3,8,2
99.5,100.0,98.7,100.0,100.0,100.0,100.0,109.0,0,0,1,13,0
61.04,54.38,46.39,66.83,80.78,61.11,55.82,33.7,5,1,7,6,2
72.06,80.47,74.3,79.62,73.86,68.98,62.24,26.7,3,1,3,4,2
99.5,100.0,99.72,93.76,96.76,89.13,90.29,68.9,4,0,3,9,0
80.69,80.8,86.0,62.46,76.37,68.03,55.95,57.3,8,3,3,9,2
99.5,100.0,99.5,87.03,100.0,94.3,97.03,71.4,2,0,1,3,0
88.98,90.29,87.7,91.73,93.9,82.24,76.29,57.7,2,0,2,10,0
84.33,75.91,80.52,94.01,88.18,73.99,75.65,55.8,3,0,5,3,2
35.5,25.35,43.43,12.89,43.39,9.45,5.0,5.0,10,7,8,13,2
99.5,100.0,100.0,96.19,100.0,83.36,86.85,102.7,1,0,3,6,0
99.5,100.0,98.48,91.27,85.44,76.51,66.74,69.8,6,0,4,5,1
78.17,81.16,83.52,81.05,94.26,83.71,79.2,73.4,1,5,3,7,1
83.78,91.39,81.9,75.95,73.16,73.1,76.7,72.9,9,0,4,6,2
85.15,87.24,82.78,74.95,84.96,86.75,80.7,48.2,1,0,2,2,0
71.14,89.24,75.72,90.78,98.89,100.0,100.0,112.7,0,0,5,12,2
96.06,88.98,85.91,70.71,100.0,84.32,56.53,66.8,1,0,3,7,0
52.02,45.44,53.67,76.12,66.57,80.81,74.79,21.1,3,3,6,9,2
71.78,86.19,73.91,68.74,78.55,74.43,66.87,68.7,1,1,4,7,1
71.98,82.94,76.67,97.54,95.06,94.18,91.84,110.1,1,4,2,12,1
66.01,78.62,68.38,61.67,73.56,65.4,76.08,55.7,4,1,6,11,2
73.1,79.5,76.91,78.49,89.06,90.0,72.28,85.8,2,1,1,5,1
69.74,70.65,78.17,85.95,86.96,90.13,90.14,72.2,1,2,5,3,2
99.5,100.0,98.17,95.87,98.86,96.13,98.93,88.3,0,0,2,7,0
73.58,63.58,67.73,90.01,92.37,95.0,73.66,75.2,7,0,5,12,2
71.45,80.57,69.54,87.03,92.29,87.85,90.42,74.3,1,1,5,4,2
96.32,82.35,89.77,95.75,92.81,100.0,90.25,75.0,1,2,0,12,0
83.4,97.73,80.72,97.8,86.24,78.49,78.9,73.6,2,1,1,9,0
76.32,79.49,83.71,100.0,100.0,100.0,100.0,119.6,0,1,5,3,2
74.22,74.55,71.54,89.28,86.99,87.75,84.27,75.1,1,3,4,13,1
87.67,85.81,82.9,91.21,100.0,93.03,88.15,112.6,2,0,2,12,0
88.19,99.15,91.55,100.0,100.0,100.0,87.31,104.5,0,0,2,6,0
71.84,70.31,74.0,82.2,83.97,70.15,68.08,53.5,5,2,5,2,2
31.99,42.61,34.92,83.88,73.39,76.35,68.34,57.8,0,2,8,5,2
61.79,52.69,63.07,56.97,67.9,61.86,51.89,50.3,5,2,6,11,2
91.19,84.88,86.83,92.03,99.12,87.04,84.03,67.7,4,0,5,4,2
78.96,72.2,73.0,65.71,78.04,51.27,63.44,19.0,6,2,3,10,2
59.88,63.6,61.01,44.33,49.41,47.45,40.17,5.0,7,1,6,13,2
99.5,100.0,98.97,95.81,100.0,99.35,100.0,88.0,3,0,4,5,0
99.5,100.0,100.0,86.75,89.94,88.22,85.7,61.6,5,0,0,9,0
49.02,43.75,50.49,65.58,75.83,81.4,57.26,47.3,5,2,10,3,2
28.24,8.42,18.65,37.33,58.19,32.04,27.63,5.0,5,3,5,13,2
50.55,60.78,47.68,84.36,76.63,77.31,64.63,52.2,4,4,8,3,2
56.25,42.69,53.61,59.39,85.51,48.39,47.32,13.6,3,1,4,3,2
73.59,77.69,69.87,100.0,83.73,100.0,84.59,77.1,4,2,4,11,2
68.67,52.7,62.13,29.04,61.71,32.81,39.33,5.0,4,2,3,3,2
98.91,100.0,100.0,100.0,95.2,100.0,89.77,72.2,2,0,3,10,0
86.39,78.1,91.05,83.0,87.38,89.21,100.0,83.0,2,1,7,6,2
43.56,46.68,54.14,66.52,76.34,74.24,64.03,33.0,5,3,9,5,2
91.19,100.0,96.31,79.05,93.04,95.42,89.54,68.1,2,0,4,13,0
91.2,100.0,86.01,86.3,88.69,84.15,83.05,55.0,4,0,4,7,1
94.37,95.4,89.93,100.0,100.0,100.0,100.0,94.5,1,0,2,10,0
94.5,100.0,95.88,100.0,100.0,100.0,85.79,89.5,3,0,4,11,0
99.5,98.1,97.43,67.13,94.47,75.72,73.8,42.8,5,0,0,13,1
65.07,63.63,65.0,71.97,83.86,68.99,64.4,38.1,4,0,6,4,2
77.86,93.4,84.32,92.06,84.21,90.1,70.39,63.4,3,1,2,12,1
64.77,59.07,57.48,70.99,72.87,53.68,60.48,15.9,2,1,1,10,2
80.59,85.61,85.06,69.53,80.3,80.19,69.44,45.1,2,1,1,4,1
67.52,53.36,58.21,72.96,74.8,64.23,67.19,44.9,5,2,5,5,2
